id,name,blurb,goal,pledged,outcome,backers_count,country,currency,launched_at,deadline,staff_pick,spotlight,category
202,Mcknight-Freeman,Upgradable scalable methodology,8300,6543,canceled,82,US,USD,1317531600,1317877200,FALSE,FALSE,food/food trucks
203,"Hayden, Shannon and Stein",Customer-focused client-server service-desk,143900,193413,successful,4498,AU,AUD,1484632800,1484805600,FALSE,FALSE,theater/plays
204,Daniel-Luna,Mandatory multimedia leverage,75000,2529,failed,40,US,USD,1301806800,1302670800,FALSE,FALSE,music/jazz
205,Weaver-Marquez,Focused analyzing circuit,1300,5614,successful,80,US,USD,1539752400,1540789200,TRUE,FALSE,theater/plays
206,"Austin, Baker and Kelley",Fundamental grid-enabled strategy,9000,3496,canceled,57,US,USD,1267250400,1268028000,FALSE,FALSE,publishing/fiction
207,Carney-Anderson,Digitized 5thgeneration knowledgebase,1000,4257,successful,43,US,USD,1535432400,1537160400,FALSE,TRUE,music/rock
208,Jackson Inc,Mandatory multi-tasking encryption,196900,199110,successful,2053,US,USD,1510207200,1512280800,FALSE,FALSE,film & video/documentary
209,Warren Ltd,Distributed system-worthy application,194500,41212,live,808,AU,AUD,1462510800,1463115600,FALSE,FALSE,film & video/documentary
210,Schultz Inc,Synergistic tertiary time-frame,9400,6338,failed,226,DK,DKK,1488520800,1490850000,FALSE,FALSE,film & video/science fiction
211,Thompson LLC,Customer-focused impactful benchmark,104400,99100,failed,1625,US,USD,1377579600,1379653200,FALSE,FALSE,theater/plays
212,Johnson Inc,Profound next generation infrastructure,8100,12300,successful,168,US,USD,1576389600,1580364000,FALSE,FALSE,theater/plays
213,Morgan-Warren,Face-to-face encompassing info-mediaries,87900,171549,successful,4289,US,USD,1289019600,1289714400,FALSE,TRUE,music/indie rock
214,Sullivan Group,Open-source fresh-thinking policy,1400,14324,successful,165,US,USD,1282194000,1282712400,FALSE,FALSE,music/rock
215,"Vargas, Banks and Palmer",Extended 24/7 implementation,156800,6024,failed,143,US,USD,1550037600,1550210400,FALSE,FALSE,theater/plays
216,"Johnson, Dixon and Zimmerman",Organic dynamic algorithm,121700,188721,successful,1815,US,USD,1321941600,1322114400,FALSE,FALSE,theater/plays
217,"Moore, Dudley and Navarro",Organic multi-tasking focus group,129400,57911,failed,934,US,USD,1556427600,1557205200,FALSE,FALSE,film & video/science fiction
218,Price-Rodriguez,Adaptive logistical initiative,5700,12309,successful,397,GB,GBP,1320991200,1323928800,FALSE,TRUE,film & video/shorts
219,Huang-Henderson,Stand-alone mobile customer loyalty,41700,138497,successful,1539,US,USD,1345093200,1346130000,FALSE,FALSE,film & video/animation
220,Owens-Le,Focused composite approach,7900,667,failed,17,US,USD,1309496400,1311051600,TRUE,FALSE,theater/plays
221,Huff LLC,Face-to-face clear-thinking Local Area Network,121500,119830,failed,2179,US,USD,1340254800,1340427600,TRUE,FALSE,food/food trucks
222,Johnson LLC,Cross-group cohesive circuit,4800,6623,successful,138,US,USD,1412226000,1412312400,FALSE,FALSE,photography/photography books
223,"Chavez, Garcia and Cantu",Synergistic explicit capability,87300,81897,failed,931,US,USD,1458104400,1459314000,FALSE,FALSE,theater/plays
224,Lester-Moore,Diverse analyzing definition,46300,186885,successful,3594,US,USD,1411534800,1415426400,FALSE,FALSE,film & video/science fiction
225,Fox-Quinn,Enterprise-wide reciprocal success,67800,176398,successful,5880,US,USD,1399093200,1399093200,TRUE,FALSE,music/rock
226,Garcia Inc,Progressive neutral middleware,3000,10999,successful,112,US,USD,1270702800,1273899600,FALSE,FALSE,photography/photography books
227,Johnson-Lee,Intuitive exuding process improvement,60900,102751,successful,943,US,USD,1431666000,1432184400,FALSE,FALSE,games/mobile games
228,Pineda Group,Exclusive real-time protocol,137900,165352,successful,2468,US,USD,1472619600,1474779600,FALSE,FALSE,film & video/animation
229,Hoffman-Howard,Extended encompassing application,85600,165798,successful,2551,US,USD,1496293200,1500440400,FALSE,TRUE,games/mobile games
230,"Miranda, Hall and Mcgrath",Progressive value-added ability,2400,10084,successful,101,US,USD,1575612000,1575612000,FALSE,FALSE,games/video games
231,"Williams, Carter and Gonzalez",Cross-platform uniform hardware,7200,5523,canceled,67,US,USD,1369112400,1374123600,FALSE,FALSE,theater/plays
232,Davis-Rodriguez,Progressive secondary portal,3400,5823,successful,92,US,USD,1469422800,1469509200,FALSE,FALSE,theater/plays
233,"Reid, Rivera and Perry",Multi-lateral national adapter,3800,6000,successful,62,US,USD,1307854800,1309237200,FALSE,FALSE,film & video/animation
234,Mendoza-Parker,Enterprise-wide motivating matrices,7500,8181,successful,149,IT,EUR,1503378000,1503982800,FALSE,TRUE,games/video games
235,"Lee, Ali and Guzman",Polarized upward-trending Local Area Network,8600,3589,failed,92,US,USD,1486965600,1487397600,FALSE,FALSE,film & video/animation
236,Gallegos-Cobb,Object-based directional function,39500,4323,failed,57,AU,AUD,1561438800,1562043600,FALSE,TRUE,music/rock
237,Ellison PLC,Re-contextualized tangible open architecture,9300,14822,successful,329,US,USD,1398402000,1398574800,FALSE,FALSE,film & video/animation
238,"Bolton, Sanchez and Carrillo",Distributed systemic adapter,2400,10138,successful,97,DK,DKK,1513231200,1515391200,FALSE,TRUE,theater/plays
239,Mason-Sanders,Networked web-enabled instruction set,3200,3127,failed,41,US,USD,1440824400,1441170000,FALSE,FALSE,technology/wearables
240,Pitts-Reed,Vision-oriented dynamic service-desk,29400,123124,successful,1784,US,USD,1281070800,1281157200,FALSE,FALSE,theater/plays
241,Gonzalez-Martinez,Vision-oriented actuating open system,168500,171729,successful,1684,AU,AUD,1397365200,1398229200,FALSE,TRUE,publishing/nonfiction
242,"Hill, Martin and Garcia",Sharable scalable core,8400,10729,successful,250,US,USD,1494392400,1495256400,FALSE,TRUE,music/rock
243,Garcia PLC,Customer-focused attitude-oriented function,2300,10240,successful,238,US,USD,1520143200,1520402400,FALSE,FALSE,theater/plays
244,Herring-Bailey,Reverse-engineered system-worthy extranet,700,3988,successful,53,US,USD,1405314000,1409806800,FALSE,FALSE,theater/plays
245,Russell-Gardner,Re-engineered systematic monitoring,2900,14771,successful,214,US,USD,1396846800,1396933200,FALSE,FALSE,theater/plays
246,Walters-Carter,Seamless value-added standardization,4500,14649,successful,222,US,USD,1375678800,1376024400,FALSE,FALSE,technology/web
247,"Johnson, Patterson and Montoya",Triple-buffered fresh-thinking frame,19800,184658,successful,1884,US,USD,1482386400,1483682400,FALSE,TRUE,publishing/fiction
248,Roberts and Sons,Streamlined holistic knowledgebase,6200,13103,successful,218,AU,AUD,1420005600,1420437600,FALSE,FALSE,games/mobile games
249,Avila-Nelson,Up-sized intermediate website,61500,168095,successful,6465,US,USD,1420178400,1420783200,FALSE,FALSE,publishing/translations
250,Robbins and Sons,Future-proofed directional synergy,100,3,failed,1,US,USD,1264399200,1267423200,FALSE,FALSE,music/rock
251,Singleton Ltd,Enhanced user-facing function,7100,3840,failed,101,US,USD,1355032800,1355205600,FALSE,FALSE,theater/plays
252,Perez PLC,Operative bandwidth-monitored interface,1000,6263,successful,59,US,USD,1382677200,1383109200,FALSE,FALSE,theater/plays
253,"Rogers, Jacobs and Jackson",Upgradable multi-state instruction set,121500,108161,failed,1335,CA,CAD,1302238800,1303275600,FALSE,FALSE,film & video/drama
254,Barry Group,De-engineered static Local Area Network,4600,8505,successful,88,US,USD,1487656800,1487829600,FALSE,FALSE,publishing/nonfiction
255,"Rosales, Branch and Harmon",Upgradable grid-enabled superstructure,80500,96735,successful,1697,US,USD,1297836000,1298268000,FALSE,TRUE,music/rock
256,Smith-Reid,Optimized actuating toolset,4100,959,failed,15,GB,GBP,1453615200,1456812000,FALSE,FALSE,music/rock
257,Williams Inc,Decentralized exuding strategy,5700,8322,successful,92,US,USD,1362463200,1363669200,FALSE,FALSE,theater/plays
258,"Duncan, Mcdonald and Miller",Assimilated coherent hardware,5000,13424,successful,186,US,USD,1481176800,1482904800,FALSE,TRUE,theater/plays
259,Watkins Ltd,Multi-channeled responsive implementation,1800,10755,successful,138,US,USD,1354946400,1356588000,TRUE,FALSE,photography/photography books
260,Allen-Jones,Centralized modular initiative,6300,9935,successful,261,US,USD,1348808400,1349845200,FALSE,FALSE,music/rock
261,Mason-Smith,Reverse-engineered cohesive migration,84300,26303,failed,454,US,USD,1282712400,1283058000,FALSE,TRUE,music/rock
262,"Lloyd, Kennedy and Davis",Compatible multimedia hub,1700,5328,successful,107,US,USD,1301979600,1304226000,FALSE,TRUE,music/indie rock
263,Walker Ltd,Organic eco-centric success,2900,10756,successful,199,US,USD,1263016800,1263016800,FALSE,FALSE,photography/photography books
264,Gordon PLC,Virtual reciprocal policy,45600,165375,successful,5512,US,USD,1360648800,1362031200,FALSE,FALSE,theater/plays
265,Lee and Sons,Persevering interactive emulation,4900,6031,successful,86,US,USD,1451800800,1455602400,FALSE,FALSE,theater/plays
266,Cole LLC,Proactive responsive emulation,111900,85902,failed,3182,IT,EUR,1415340000,1418191200,FALSE,TRUE,music/jazz
267,Acosta PLC,Extended eco-centric function,61600,143910,successful,2768,AU,AUD,1351054800,1352440800,FALSE,FALSE,theater/plays
268,Brown-Mckee,Networked optimal productivity,1500,2708,successful,48,US,USD,1349326800,1353304800,FALSE,FALSE,film & video/documentary
269,Miles and Sons,Persistent attitude-oriented approach,3500,8842,successful,87,US,USD,1548914400,1550728800,FALSE,FALSE,film & video/television
270,"Sawyer, Horton and Williams",Triple-buffered 4thgeneration toolset,173900,47260,canceled,1890,US,USD,1291269600,1291442400,FALSE,FALSE,games/video games
271,Foley-Cox,Progressive zero administration leverage,153700,1953,live,61,US,USD,1449468000,1452146400,FALSE,FALSE,photography/photography books
272,"Horton, Morrison and Clark",Networked radical neural-net,51100,155349,successful,1894,US,USD,1562734800,1564894800,FALSE,TRUE,theater/plays
273,Thomas and Sons,Re-engineered heuristic forecast,7800,10704,successful,282,CA,CAD,1505624400,1505883600,FALSE,FALSE,theater/plays
274,Morgan-Jenkins,Fully-configurable background algorithm,2400,773,failed,15,US,USD,1509948000,1510380000,FALSE,FALSE,theater/plays
275,"Ward, Sanchez and Kemp",Stand-alone discrete Graphical User Interface,3900,9419,successful,116,US,USD,1554526800,1555218000,FALSE,FALSE,publishing/translations
276,Fields Ltd,Front-line foreground project,5500,5324,failed,133,US,USD,1334811600,1335243600,FALSE,TRUE,games/video games
277,Ramos-Mitchell,Persevering system-worthy info-mediaries,700,7465,successful,83,US,USD,1279515600,1279688400,FALSE,FALSE,theater/plays
278,"Higgins, Davis and Salazar",Distributed multi-tasking strategy,2700,8799,successful,91,US,USD,1353909600,1356069600,FALSE,FALSE,technology/web
279,Smith-Jenkins,Vision-oriented methodical application,8000,13656,successful,546,US,USD,1535950800,1536210000,FALSE,FALSE,theater/plays
280,Braun PLC,Function-based high-level infrastructure,2500,14536,successful,393,US,USD,1511244000,1511762400,FALSE,FALSE,film & video/animation
281,Drake PLC,Profound object-oriented paradigm,164500,150552,failed,2062,US,USD,1331445600,1333256400,FALSE,TRUE,theater/plays
282,"Ross, Kelly and Brown",Virtual contextually-based circuit,8400,9076,successful,133,US,USD,1480226400,1480744800,FALSE,TRUE,film & video/television
283,Lucas-Mullins,Business-focused dynamic instruction set,8100,1517,failed,29,DK,DKK,1464584400,1465016400,FALSE,FALSE,music/rock
284,Tran LLC,Ameliorated fresh-thinking protocol,9800,8153,failed,132,US,USD,1335848400,1336280400,FALSE,FALSE,technology/web
285,"Dawson, Brady and Gilbert",Front-line optimizing emulation,900,6357,successful,254,US,USD,1473483600,1476766800,FALSE,FALSE,theater/plays
286,Obrien-Aguirre,Devolved uniform complexity,112100,19557,canceled,184,US,USD,1479880800,1480485600,FALSE,FALSE,theater/plays
287,Ferguson PLC,Public-key intangible superstructure,6300,13213,successful,176,US,USD,1430197200,1430197200,FALSE,FALSE,music/electric music
288,Garcia Ltd,Secured global success,5600,5476,failed,137,DK,DKK,1331701200,1331787600,FALSE,TRUE,music/metal
289,"Smith, Love and Smith",Grass-roots mission-critical capability,800,13474,successful,337,CA,CAD,1438578000,1438837200,FALSE,FALSE,theater/plays
290,"Wilson, Hall and Osborne",Advanced global data-warehouse,168600,91722,failed,908,US,USD,1368162000,1370926800,FALSE,TRUE,film & video/documentary
291,"Bell, Grimes and Kerr",Self-enabling uniform complexity,1800,8219,successful,107,US,USD,1318654800,1319000400,TRUE,FALSE,technology/web
292,Ho-Harris,Versatile cohesive encoding,7300,717,failed,10,US,USD,1331874000,1333429200,FALSE,FALSE,food/food trucks
293,Ross Group,Organized executive solution,6500,1065,canceled,32,IT,EUR,1286254800,1287032400,FALSE,FALSE,theater/plays
294,Turner-Davis,Automated local emulation,600,8038,successful,183,US,USD,1540530000,1541570400,FALSE,FALSE,theater/plays
295,"Smith, Jackson and Herrera",Enterprise-wide intermediate middleware,192900,68769,failed,1910,CH,CHF,1381813200,1383976800,FALSE,FALSE,theater/plays
296,Smith-Hess,Grass-roots real-time Local Area Network,6100,3352,failed,38,AU,AUD,1548655200,1550556000,FALSE,FALSE,theater/plays
297,"Brown, Herring and Bass",Organized client-driven capacity,7200,6785,failed,104,AU,AUD,1389679200,1390456800,FALSE,TRUE,theater/plays
298,"Chase, Garcia and Johnson",Adaptive intangible database,3500,5037,successful,72,US,USD,1456466400,1458018000,FALSE,TRUE,music/rock
299,Ramsey and Sons,Grass-roots contextually-based algorithm,3800,1954,failed,49,US,USD,1456984800,1461819600,FALSE,FALSE,food/food trucks
300,Cooke PLC,Focused executive core,100,5,failed,1,DK,DKK,1504069200,1504155600,FALSE,TRUE,publishing/nonfiction
301,Wong-Walker,Multi-channeled disintermediate policy,900,12102,successful,295,US,USD,1424930400,1426395600,FALSE,FALSE,film & video/documentary
302,"Ferguson, Collins and Mata",Customizable bi-directional hardware,76100,24234,failed,245,US,USD,1535864400,1537074000,FALSE,FALSE,theater/plays
303,"Guerrero, Flores and Jenkins",Networked optimal architecture,3400,2809,failed,32,US,USD,1452146400,1452578400,FALSE,FALSE,music/indie rock
304,Peterson PLC,User-friendly discrete benchmark,2100,11469,successful,142,US,USD,1470546000,1474088400,FALSE,FALSE,film & video/documentary
305,Townsend Ltd,Grass-roots actuating policy,2800,8014,successful,85,US,USD,1458363600,1461906000,FALSE,FALSE,theater/plays
306,"Rush, Reed and Hall",Enterprise-wide 3rdgeneration knowledge user,6500,514,failed,7,US,USD,1500008400,1500267600,FALSE,TRUE,theater/plays
307,Salazar-Dodson,Face-to-face zero tolerance moderator,32900,43473,successful,659,DK,DKK,1338958800,1340686800,FALSE,TRUE,publishing/fiction
308,Davis Ltd,Grass-roots optimizing projection,118200,87560,failed,803,US,USD,1303102800,1303189200,FALSE,FALSE,theater/plays
309,Harris-Perry,User-centric 6thgeneration attitude,4100,3087,canceled,75,US,USD,1316581200,1318309200,FALSE,TRUE,music/indie rock
310,"Velazquez, Hunt and Ortiz",Switchable zero tolerance website,7800,1586,failed,16,US,USD,1270789200,1272171600,FALSE,FALSE,games/video games
311,Flores PLC,Focused real-time help-desk,6300,12812,successful,121,US,USD,1297836000,1298872800,FALSE,FALSE,theater/plays
312,Martinez LLC,Robust impactful approach,59100,183345,successful,3742,US,USD,1382677200,1383282000,FALSE,FALSE,theater/plays
313,Miller-Irwin,Secured maximized policy,2200,8697,successful,223,US,USD,1330322400,1330495200,FALSE,FALSE,music/rock
314,Sanchez-Morgan,Realigned upward-trending strategy,1400,4126,successful,133,US,USD,1552366800,1552798800,FALSE,TRUE,film & video/documentary
315,"Lopez, Adams and Johnson",Open-source interactive knowledge user,9500,3220,failed,31,US,USD,1400907600,1403413200,FALSE,FALSE,theater/plays
316,Martin-Marshall,Configurable demand-driven matrix,9600,6401,failed,108,IT,EUR,1574143200,1574229600,FALSE,TRUE,food/food trucks
317,Summers PLC,Cross-group coherent hierarchy,6600,1269,failed,30,US,USD,1494738000,1495861200,FALSE,FALSE,theater/plays
318,"Young, Hart and Ryan",Decentralized demand-driven open system,5700,903,failed,17,US,USD,1392357600,1392530400,FALSE,FALSE,music/rock
319,Mills Group,Advanced empowering matrix,8400,3251,canceled,64,US,USD,1281589200,1283662800,FALSE,FALSE,technology/web
320,Sandoval-Powell,Phased holistic implementation,84400,8092,failed,80,US,USD,1305003600,1305781200,FALSE,FALSE,publishing/fiction
321,"Mills, Frazier and Perez",Proactive attitude-oriented knowledge user,170400,160422,failed,2468,US,USD,1301634000,1302325200,FALSE,FALSE,film & video/shorts
322,Hebert Group,Visionary asymmetric Graphical User Interface,117900,196377,successful,5168,US,USD,1290664800,1291788000,FALSE,FALSE,theater/plays
323,"Cole, Smith and Wood",Integrated zero-defect help-desk,8900,2148,failed,26,GB,GBP,1395896400,1396069200,FALSE,FALSE,film & video/documentary
324,"Harris, Hall and Harris",Inverse analyzing matrices,7100,11648,successful,307,US,USD,1434862800,1435899600,FALSE,TRUE,theater/plays
325,Saunders Group,Programmable systemic implementation,6500,5897,failed,73,US,USD,1529125200,1531112400,FALSE,TRUE,theater/plays
326,"Pham, Avila and Nash",Multi-channeled next generation architecture,7200,3326,failed,128,US,USD,1451109600,1451628000,FALSE,FALSE,film & video/animation
327,"Patterson, Salinas and Lucas",Digitized 3rdgeneration encoding,2600,1002,failed,33,US,USD,1566968400,1567314000,FALSE,TRUE,theater/plays
328,Young PLC,Innovative well-modulated functionalities,98700,131826,successful,2441,US,USD,1543557600,1544508000,FALSE,FALSE,music/rock
329,Willis and Sons,Fundamental incremental database,93800,21477,live,211,US,USD,1481522400,1482472800,FALSE,FALSE,games/video games
330,Thompson-Bates,Expanded encompassing open architecture,33700,62330,successful,1385,GB,GBP,1512712800,1512799200,FALSE,FALSE,film & video/documentary
331,Rose-Silva,Intuitive static portal,3300,14643,successful,190,US,USD,1324274400,1324360800,FALSE,FALSE,food/food trucks
332,"Pacheco, Johnson and Torres",Optional bandwidth-monitored definition,20700,41396,successful,470,US,USD,1364446800,1364533200,FALSE,FALSE,technology/wearables
333,"Carlson, Dixon and Jones",Persistent well-modulated synergy,9600,11900,successful,253,US,USD,1542693600,1545112800,FALSE,FALSE,theater/plays
334,Mcgee Group,Assimilated discrete algorithm,66200,123538,successful,1113,US,USD,1515564000,1516168800,FALSE,FALSE,music/rock
335,Jordan-Acosta,Operative uniform hub,173800,198628,successful,2283,US,USD,1573797600,1574920800,FALSE,FALSE,music/rock
336,Nunez Inc,Customizable intangible capability,70700,68602,failed,1072,US,USD,1292392800,1292479200,FALSE,TRUE,music/rock
337,Hayden Ltd,Innovative didactic analyzer,94500,116064,successful,1095,US,USD,1573452000,1573538400,FALSE,FALSE,theater/plays
338,Gonzalez-Burton,Decentralized intangible encoding,69800,125042,successful,1690,US,USD,1317790800,1320382800,FALSE,FALSE,theater/plays
339,"Lewis, Taylor and Rivers",Front-line transitional algorithm,136300,108974,canceled,1297,CA,CAD,1501650000,1502859600,FALSE,FALSE,theater/plays
340,"Butler, Henry and Espinoza",Switchable didactic matrices,37100,34964,failed,393,US,USD,1323669600,1323756000,FALSE,FALSE,photography/photography books
341,Guzman Group,Ameliorated disintermediate utilization,114300,96777,failed,1257,US,USD,1440738000,1441342800,FALSE,FALSE,music/indie rock
342,Gibson-Hernandez,Visionary foreground middleware,47900,31864,failed,328,US,USD,1374296400,1375333200,FALSE,FALSE,theater/plays
343,Spencer-Weber,Optional zero-defect task-force,9000,4853,failed,147,US,USD,1384840800,1389420000,FALSE,FALSE,theater/plays
344,"Berger, Johnson and Marshall",Devolved exuding emulation,197600,82959,failed,830,US,USD,1516600800,1520056800,FALSE,FALSE,games/video games
345,"Taylor, Cisneros and Romero",Open-source neutral task-force,157600,23159,failed,331,GB,GBP,1436418000,1436504400,FALSE,FALSE,film & video/drama
346,Little-Marsh,Virtual attitude-oriented migration,8000,2758,failed,25,US,USD,1503550800,1508302800,FALSE,TRUE,music/indie rock
347,Petersen and Sons,Open-source full-range portal,900,12607,successful,191,US,USD,1423634400,1425708000,FALSE,FALSE,technology/web
348,Hensley Ltd,Versatile cohesive open system,199000,142823,failed,3483,US,USD,1487224800,1488348000,FALSE,FALSE,food/food trucks
349,Navarro and Sons,Multi-layered bottom-line frame,180800,95958,failed,923,US,USD,1500008400,1502600400,FALSE,FALSE,theater/plays
350,Shannon Ltd,Pre-emptive neutral capacity,100,5,failed,1,US,USD,1432098000,1433653200,FALSE,TRUE,music/jazz
351,Young LLC,Universal maximized methodology,74100,94631,successful,2013,US,USD,1440392400,1441602000,FALSE,FALSE,music/rock
352,"Adams, Willis and Sanchez",Expanded hybrid hardware,2800,977,failed,33,CA,CAD,1446876000,1447567200,FALSE,FALSE,theater/plays
353,Mills-Roy,Profit-focused multi-tasking access,33600,137961,successful,1703,US,USD,1562302800,1562389200,FALSE,FALSE,theater/plays
354,Brown Group,Profit-focused transitional capability,6100,7548,successful,80,DK,DKK,1378184400,1378789200,FALSE,FALSE,film & video/documentary
355,Burns-Burnett,Front-line scalable definition,3800,2241,live,86,US,USD,1485064800,1488520800,FALSE,FALSE,technology/wearables
356,"Glass, Nunez and Mcdonald",Open-source systematic protocol,9300,3431,failed,40,IT,EUR,1326520800,1327298400,FALSE,FALSE,theater/plays
357,"Perez, Davis and Wilson",Implemented tangible algorithm,2300,4253,successful,41,US,USD,1441256400,1443416400,FALSE,FALSE,games/video games
358,Diaz-Garcia,Profit-focused 3rdgeneration circuit,9700,1146,failed,23,CA,CAD,1533877200,1534136400,TRUE,FALSE,photography/photography books
359,Salazar-Moon,Compatible needs-based architecture,4000,11948,successful,187,US,USD,1314421200,1315026000,FALSE,FALSE,film & video/animation
360,Larsen-Chung,Right-sized zero tolerance migration,59700,135132,successful,2875,GB,GBP,1293861600,1295071200,FALSE,TRUE,theater/plays
361,Anderson and Sons,Quality-focused reciprocal structure,5500,9546,successful,88,US,USD,1507352400,1509426000,FALSE,FALSE,theater/plays
362,Lawrence Group,Automated actuating conglomeration,3700,13755,successful,191,US,USD,1296108000,1299391200,FALSE,FALSE,music/rock
363,Gray-Davis,Re-contextualized local initiative,5200,8330,successful,139,US,USD,1324965600,1325052000,FALSE,FALSE,music/rock
364,Ramirez-Myers,Switchable intangible definition,900,14547,successful,186,US,USD,1520229600,1522818000,FALSE,FALSE,music/indie rock
365,"Lucas, Hall and Bonilla",Networked bottom-line initiative,1600,11735,successful,112,AU,AUD,1482991200,1485324000,FALSE,FALSE,theater/plays
366,"Williams, Perez and Villegas",Robust directional system engine,1800,10658,successful,101,US,USD,1294034400,1294120800,FALSE,TRUE,theater/plays
367,"Brooks, Jones and Ingram",Triple-buffered explicit methodology,9900,1870,failed,75,US,USD,1413608400,1415685600,FALSE,TRUE,theater/plays
368,"Whitaker, Wallace and Daniels",Reactive directional capacity,5200,14394,successful,206,GB,GBP,1286946000,1288933200,FALSE,TRUE,film & video/documentary
369,Smith-Gonzalez,Polarized needs-based approach,5400,14743,successful,154,US,USD,1359871200,1363237200,FALSE,TRUE,film & video/television
370,Skinner PLC,Intuitive well-modulated middleware,112300,178965,successful,5966,US,USD,1555304400,1555822800,FALSE,FALSE,theater/plays
371,"Nolan, Smith and Sanchez",Multi-channeled logistical matrices,189200,128410,failed,2176,US,USD,1423375200,1427778000,FALSE,FALSE,theater/plays
372,Green-Carr,Pre-emptive bifurcated artificial intelligence,900,14324,successful,169,US,USD,1420696800,1422424800,FALSE,TRUE,film & video/documentary
373,Brown-Parker,Down-sized coherent toolset,22500,164291,successful,2106,US,USD,1502946000,1503637200,FALSE,FALSE,theater/plays
374,Marshall Inc,Open-source multi-tasking data-warehouse,167400,22073,failed,441,US,USD,1547186400,1547618400,FALSE,TRUE,film & video/documentary
375,Leblanc-Pineda,Future-proofed upward-trending contingency,2700,1479,failed,25,US,USD,1444971600,1449900000,FALSE,FALSE,music/indie rock
376,Perry PLC,Mandatory uniform matrix,3400,12275,successful,131,US,USD,1404622800,1405141200,FALSE,FALSE,music/rock
377,"Klein, Stark and Livingston",Phased methodical initiative,49700,5098,failed,127,US,USD,1571720400,1572933600,FALSE,FALSE,theater/plays
378,Fleming-Oliver,Managed stable function,178200,24882,failed,355,US,USD,1526878800,1530162000,FALSE,FALSE,film & video/documentary
379,"Reilly, Aguirre and Johnson",Realigned clear-thinking migration,7200,2912,failed,44,GB,GBP,1319691600,1320904800,FALSE,FALSE,theater/plays
380,"Davidson, Wilcox and Lewis",Optional clear-thinking process improvement,2500,4008,successful,84,US,USD,1371963600,1372395600,FALSE,FALSE,theater/plays
381,"Michael, Anderson and Vincent",Cross-group global moratorium,5300,9749,successful,155,US,USD,1433739600,1437714000,FALSE,FALSE,theater/plays
382,King Ltd,Visionary systemic process improvement,9100,5803,failed,67,US,USD,1508130000,1509771600,FALSE,FALSE,photography/photography books
383,Baker Ltd,Progressive intangible flexibility,6300,14199,successful,189,US,USD,1550037600,1550556000,FALSE,TRUE,food/food trucks
384,"Baker, Collins and Smith",Reactive real-time software,114400,196779,successful,4799,US,USD,1486706400,1489039200,TRUE,TRUE,film & video/documentary
385,Warren-Harrison,Programmable incremental knowledge user,38900,56859,successful,1137,US,USD,1553835600,1556600400,FALSE,FALSE,publishing/nonfiction
386,Gardner Group,Progressive 5thgeneration customer loyalty,135500,103554,failed,1068,US,USD,1277528400,1278565200,FALSE,FALSE,theater/plays
387,Flores-Lambert,Triple-buffered logistical frame,109000,42795,failed,424,US,USD,1339477200,1339909200,FALSE,FALSE,technology/wearables
388,Cruz Ltd,Exclusive dynamic adapter,114800,12938,canceled,145,CH,CHF,1325656800,1325829600,FALSE,FALSE,music/indie rock
389,Knox-Garner,Automated systemic hierarchy,83000,101352,successful,1152,US,USD,1288242000,1290578400,FALSE,FALSE,theater/plays
390,Davis-Allen,Digitized eco-centric core,2400,4477,successful,50,US,USD,1379048400,1380344400,FALSE,FALSE,photography/photography books
391,Miller-Patel,Mandatory uniform strategy,60400,4393,failed,151,US,USD,1389679200,1389852000,FALSE,FALSE,publishing/nonfiction
392,Hernandez-Grimes,Profit-focused zero administration forecast,102900,67546,failed,1608,US,USD,1294293600,1294466400,FALSE,FALSE,technology/wearables
393,"Owens, Hall and Gonzalez",De-engineered static orchestration,62800,143788,successful,3059,CA,CAD,1500267600,1500354000,FALSE,FALSE,music/jazz
394,Noble-Bailey,Customizable dynamic info-mediaries,800,3755,successful,34,US,USD,1375074000,1375938000,FALSE,TRUE,film & video/documentary
395,Taylor PLC,Enhanced incremental budgetary management,7100,9238,successful,220,US,USD,1323324000,1323410400,TRUE,FALSE,theater/plays
396,Holmes PLC,Digitized local info-mediaries,46100,77012,successful,1604,AU,AUD,1538715600,1539406800,FALSE,FALSE,film & video/drama
397,Jones-Martin,Virtual systematic monitoring,8100,14083,successful,454,US,USD,1369285200,1369803600,FALSE,FALSE,music/rock
398,Myers LLC,Reactive bottom-line open architecture,1700,12202,successful,123,IT,EUR,1525755600,1525928400,FALSE,TRUE,film & video/animation
399,"Acosta, Mullins and Morris",Pre-emptive interactive model,97300,62127,failed,941,US,USD,1296626400,1297231200,FALSE,FALSE,music/indie rock
400,Bell PLC,Ergonomic eco-centric open architecture,100,2,failed,1,US,USD,1376629200,1378530000,FALSE,TRUE,photography/photography books
401,Smith-Schmidt,Inverse radical hierarchy,900,13772,successful,299,US,USD,1572152400,1572152400,FALSE,FALSE,theater/plays
402,"Ruiz, Richardson and Cole",Team-oriented static interface,7300,2946,failed,40,US,USD,1325829600,1329890400,FALSE,TRUE,film & video/shorts
403,Leonard-Mcclain,Virtual foreground throughput,195800,168820,failed,3015,CA,CAD,1273640400,1276750800,FALSE,TRUE,theater/plays
404,Bailey-Boyer,Visionary exuding Internet solution,48900,154321,successful,2237,US,USD,1510639200,1510898400,FALSE,FALSE,theater/plays
405,Lee LLC,Synchronized secondary analyzer,29600,26527,failed,435,US,USD,1528088400,1532408400,FALSE,FALSE,theater/plays
